Cluster	group	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
aba_specific	aba_specific	GO:0009409	response to cold	43/1762	329/29066	1.81E-06	0.000114844	9.34E-05	AT1G01120/AT1G05260/AT1G09760/AT1G15950/AT1G21760/AT1G22190/AT1G45474/AT1G60170/AT1G68530/AT1G78080/AT2G19450/AT2G26250/AT2G38750/AT3G06510/AT3G11170/AT3G12490/AT3G17020/AT3G22310/AT3G23830/AT3G26420/AT3G26744/AT3G53110/AT3G55980/AT3G56090/AT4G02330/AT4G08500/AT4G11150/AT4G12480/AT4G20260/AT4G21150/AT4G24960/AT4G36020/AT4G39260/AT5G01600/AT5G09410/AT5G17890/AT5G20250/AT5G20830/AT5G38470/AT5G52370/AT5G53470/AT5G57560/AT5G61410	43
aba_specific	aba_specific	GO:0008565	protein transporter activity	18/1762	84/29066	2.29E-06	0.000134808	0.000109647	AT1G06210/AT1G12360/AT1G27970/AT1G30630/AT1G61570/AT1G73430/AT2G29530/AT2G31660/AT2G34840/AT3G08947/AT3G09740/AT3G17340/AT3G59020/AT4G02150/AT4G16143/AT5G01590/AT5G06120/AT5G19820	18
aba_specific	aba_specific	GO:0009414	response to water deprivation	35/1762	298/29066	0.000144368	0.003516784	0.002860416	AT1G02730/AT1G06770/AT1G07000/AT1G22190/AT1G32230/AT1G33240/AT1G52400/AT1G60200/AT1G69310/AT1G69700/AT1G74920/AT1G78080/AT1G80410/AT2G26650/AT2G35930/AT2G38750/AT2G38880/AT3G09940/AT3G12490/AT3G15500/AT3G22310/AT3G22380/AT3G23830/AT4G00430/AT4G06634/AT4G20260/AT4G24275/AT4G24960/AT4G36020/AT5G09410/AT5G20830/AT5G23010/AT5G40390/AT5G48870/AT5G66880	35
aba_specific	aba_specific	GO:0005507	copper ion binding	29/1762	237/29066	0.000258782	0.00548618	0.004462246	AT1G08830/AT1G15140/AT1G31710/AT1G36390/AT1G50940/AT1G61570/AT1G66200/AT1G76160/AT2G01520/AT2G32300/AT2G33210/AT2G36950/AT2G37660/AT2G42490/AT2G44790/AT3G13930/AT3G15020/AT3G23940/AT3G29250/AT3G45770/AT3G52300/AT4G12880/AT4G14940/AT4G15940/AT4G20260/AT4G26970/AT5G13490/AT5G50370/AT5G66920	29
aba_specific	aba_specific	GO:0015995	chlorophyll biosynthetic process	9/1762	41/29066	0.000647644	0.011359329	0.009239238	AT1G74470/AT2G40490/AT3G03710/AT3G14110/AT3G14930/AT3G21200/AT3G51820/AT5G16440/AT5G63570	9
both	both	GO:0022626	cytosolic ribosome	120/1745	194/29066	4.29E-96	3.96E-93	2.82E-93	AT1G01100/AT1G02780/AT1G07320/AT1G07770/AT1G08360/AT1G09590/AT1G11860/AT1G14320/AT1G15930/AT1G18540/AT1G20620/AT1G20630/AT1G23290/AT1G25260/AT1G33120/AT1G34030/AT1G43170/AT1G48830/AT1G52300/AT1G55490/AT1G56450/AT1G66580/AT1G67090/AT1G67430/AT1G70600/AT1G72370/AT1G74060/AT1G77940/AT2G01250/AT2G09990/AT2G18020/AT2G19730/AT2G21330/AT2G21580/AT2G27530/AT2G27710/AT2G27720/AT2G31610/AT2G32060/AT2G34480/AT2G36160/AT2G39390/AT2G39460/AT2G41840/AT2G43460/AT2G44120/AT3G02080/AT3G02230/AT3G04840/AT3G04920/AT3G05560/AT3G09200/AT3G09630/AT3G09840/AT3G11510/AT3G11940/AT3G13470/AT3G14210/AT3G14420/AT3G14600/AT3G17820/AT3G23990/AT3G24830/AT3G25520/AT3G47370/AT3G49010/AT3G51260/AT3G53740/AT3G53870/AT3G53890/AT3G55280/AT3G55750/AT3G56340/AT3G60770/AT3G61110/AT3G62030/AT3G62870/AT4G01310/AT4G02230/AT4G16720/AT4G18100/AT4G25740/AT4G25890/AT4G27090/AT4G31700/AT4G35090/AT4G36130/AT4G37930/AT4G39200/AT5G02500/AT5G02610/AT5G02870/AT5G02960/AT5G07090/AT5G09510/AT5G10360/AT5G13850/AT5G15200/AT5G15650/AT5G16130/AT5G20290/AT5G22440/AT5G25980/AT5G26000/AT5G27850/AT5G28060/AT5G35530/AT5G35630/AT5G37600/AT5G38410/AT5G38420/AT5G39740/AT5G41520/AT5G47700/AT5G52650/AT5G56710/AT5G57290/AT5G58420/AT5G61170/AT5G64140	120
both	both	GO:0046686	response to cadmium ion	154/1745	340/29066	6.41E-96	3.96E-93	2.82E-93	AT1G02130/AT1G02500/AT1G02920/AT1G02930/AT1G04410/AT1G04820/AT1G07890/AT1G07920/AT1G09780/AT1G11840/AT1G11860/AT1G13440/AT1G15930/AT1G17290/AT1G20620/AT1G20630/AT1G23190/AT1G23490/AT1G26630/AT1G27130/AT1G27450/AT1G29880/AT1G30230/AT1G30580/AT1G35720/AT1G42970/AT1G45145/AT1G48030/AT1G50200/AT1G50480/AT1G53240/AT1G54270/AT1G56190/AT1G56340/AT1G56450/AT1G57720/AT1G59900/AT1G62480/AT1G63770/AT1G63940/AT1G65930/AT1G65980/AT1G70730/AT1G75950/AT1G76030/AT1G78380/AT1G78870/AT1G79930/AT2G05710/AT2G19940/AT2G20420/AT2G21330/AT2G21660/AT2G29550/AT2G30110/AT2G30860/AT2G30870/AT2G30970/AT2G33800/AT2G36460/AT2G36530/AT2G41530/AT2G43750/AT2G44350/AT2G47470/AT3G03780/AT3G04120/AT3G08590/AT3G09200/AT3G09820/AT3G09840/AT3G12780/AT3G12810/AT3G13110/AT3G13920/AT3G14990/AT3G15730/AT3G16640/AT3G17240/AT3G17820/AT3G19170/AT3G20390/AT3G22200/AT3G22960/AT3G23990/AT3G25230/AT3G44300/AT3G44320/AT3G48990/AT3G52880/AT3G52930/AT3G52990/AT3G55440/AT3G56240/AT3G58610/AT3G60750/AT4G02930/AT4G09000/AT4G11600/AT4G13430/AT4G13930/AT4G14030/AT4G14800/AT4G14880/AT4G16760/AT4G20890/AT4G22670/AT4G23100/AT4G23670/AT4G24190/AT4G24280/AT4G25100/AT4G29060/AT4G31180/AT4G31990/AT4G33010/AT4G34050/AT4G35450/AT4G37870/AT4G37930/AT4G38740/AT4G38970/AT4G39660/AT5G02500/AT5G07350/AT5G07440/AT5G08300/AT5G08680/AT5G09590/AT5G09650/AT5G10450/AT5G10540/AT5G11170/AT5G13420/AT5G14780/AT5G15650/AT5G16050/AT5G17310/AT5G17920/AT5G19780/AT5G20010/AT5G20020/AT5G20720/AT5G35630/AT5G42020/AT5G42740/AT5G53460/AT5G59880/AT5G61780/AT5G62690/AT5G62790/AT5G63400/AT5G67300/AT5G67580	154
both	both	GO:0009735	response to cytokinin	81/1745	203/29066	1.73E-45	2.37E-43	1.69E-43	AT1G03475/AT1G04410/AT1G05010/AT1G05850/AT1G07890/AT1G11650/AT1G11910/AT1G16880/AT1G18540/AT1G20020/AT1G32060/AT1G50480/AT1G51980/AT1G52230/AT1G56070/AT1G61520/AT1G62380/AT1G64520/AT1G66270/AT1G78370/AT1G78630/AT1G79040/AT1G79530/AT2G16600/AT2G19730/AT2G21660/AT2G30950/AT2G36460/AT2G43750/AT2G46540/AT3G07480/AT3G08940/AT3G09200/AT3G09260/AT3G14420/AT3G15360/AT3G16640/AT3G18780/AT3G25230/AT3G25520/AT3G25920/AT3G27850/AT3G27925/AT3G47520/AT3G48990/AT3G49010/AT3G51800/AT3G54050/AT3G55440/AT3G62030/AT4G01310/AT4G01850/AT4G09650/AT4G17520/AT4G18480/AT4G25050/AT4G28750/AT4G33680/AT4G34870/AT4G38740/AT4G39330/AT5G02870/AT5G07020/AT5G09660/AT5G10360/AT5G15090/AT5G16710/AT5G20630/AT5G30510/AT5G35630/AT5G40950/AT5G42020/AT5G42270/AT5G42980/AT5G49720/AT5G50920/AT5G53460/AT5G58070/AT5G58140/AT5G66510/AT5G67500	81
both	both	GO:0003729	mRNA binding	109/1745	391/29066	3.14E-43	3.88E-41	2.77E-41	AT1G02780/AT1G04820/AT1G07930/AT1G10200/AT1G11650/AT1G14320/AT1G17370/AT1G20620/AT1G27090/AT1G31280/AT1G43170/AT1G47490/AT1G48830/AT1G48920/AT1G49240/AT1G54270/AT1G56070/AT1G66260/AT1G69620/AT1G72370/AT1G74060/AT1G74230/AT1G78630/AT2G01250/AT2G03640/AT2G18020/AT2G21060/AT2G21530/AT2G21660/AT2G31610/AT2G33410/AT2G34480/AT2G37170/AT2G37220/AT2G38610/AT2G39390/AT2G40510/AT2G40590/AT2G41840/AT2G42680/AT2G44120/AT2G45810/AT3G04840/AT3G04920/AT3G05560/AT3G09500/AT3G09630/AT3G11400/AT3G11510/AT3G11940/AT3G14100/AT3G15680/AT3G16400/AT3G17390/AT3G19130/AT3G19760/AT3G23450/AT3G24830/AT3G47370/AT3G49010/AT3G50370/AT3G52150/AT3G53020/AT3G53420/AT3G53460/AT3G53870/AT3G56150/AT3G56340/AT4G13170/AT4G13850/AT4G16280/AT4G17520/AT4G20890/AT4G24770/AT4G25740/AT4G27090/AT4G29060/AT4G31580/AT4G31700/AT4G35100/AT4G38680/AT4G38710/AT5G02050/AT5G02610/AT5G02870/AT5G04800/AT5G07090/AT5G07350/AT5G10360/AT5G13570/AT5G15200/AT5G16130/AT5G19350/AT5G20290/AT5G26742/AT5G27850/AT5G30510/AT5G37720/AT5G39570/AT5G41520/AT5G51980/AT5G52040/AT5G52650/AT5G54900/AT5G56030/AT5G61780/AT5G62300/AT5G64100/AT5G64140	109
both	both	GO:0005507	copper ion binding	82/1745	237/29066	1.66E-40	1.71E-38	1.22E-38	AT1G02920/AT1G02930/AT1G05010/AT1G07750/AT1G10630/AT1G13440/AT1G14980/AT1G19570/AT1G20340/AT1G22450/AT1G22840/AT1G35720/AT1G48030/AT1G49240/AT1G50480/AT1G53240/AT1G56070/AT1G57720/AT1G62380/AT1G62810/AT1G63440/AT1G65930/AT1G67090/AT1G74230/AT1G79530/AT2G05710/AT2G05990/AT2G14170/AT2G19940/AT2G20420/AT2G21870/AT2G27730/AT2G30860/AT2G30870/AT2G30970/AT2G36460/AT2G36530/AT2G36880/AT3G04120/AT3G08580/AT3G09200/AT3G09260/AT3G09390/AT3G09820/AT3G10920/AT3G16420/AT3G16430/AT3G16460/AT3G17240/AT3G17820/AT3G23990/AT3G52930/AT3G55440/AT3G58610/AT3G61440/AT3G63190/AT4G01850/AT4G05390/AT4G12420/AT4G13850/AT4G13940/AT4G23670/AT4G25100/AT4G27520/AT4G33680/AT4G35830/AT5G03300/AT5G04590/AT5G05390/AT5G07440/AT5G08300/AT5G08670/AT5G08680/AT5G08690/AT5G17920/AT5G19550/AT5G20080/AT5G20720/AT5G21100/AT5G37600/AT5G63400/AT5G65020	82
both	both	GO:0009409	response to cold	95/1745	329/29066	3.41E-39	3.24E-37	2.31E-37	AT1G03680/AT1G09340/AT1G09780/AT1G16880/AT1G20440/AT1G20620/AT1G22770/AT1G23740/AT1G31812/AT1G32060/AT1G33410/AT1G35720/AT1G42970/AT1G53240/AT1G55490/AT1G56070/AT1G56190/AT1G61520/AT1G63940/AT1G67090/AT1G67280/AT1G76180/AT2G05070/AT2G05100/AT2G20990/AT2G21060/AT2G21660/AT2G27710/AT2G27720/AT2G28900/AT2G33800/AT2G36530/AT2G37220/AT2G39460/AT2G39730/AT2G47730/AT3G01500/AT3G05880/AT3G05890/AT3G08920/AT3G09200/AT3G11630/AT3G12780/AT3G14210/AT3G16450/AT3G16460/AT3G16470/AT3G17390/AT3G22330/AT3G22840/AT3G24440/AT3G25770/AT3G26650/AT3G27690/AT3G47470/AT3G47520/AT3G48750/AT3G52150/AT3G53460/AT3G53990/AT3G54050/AT3G54890/AT3G55280/AT3G61470/AT4G02380/AT4G04020/AT4G09650/AT4G13850/AT4G24190/AT4G24280/AT4G24770/AT4G31990/AT4G34150/AT4G34710/AT4G35090/AT4G37930/AT4G38680/AT5G02500/AT5G04590/AT5G06290/AT5G10450/AT5G12250/AT5G15090/AT5G15960/AT5G15970/AT5G20630/AT5G20720/AT5G23860/AT5G38480/AT5G54770/AT5G58070/AT5G62690/AT5G62700/AT5G65020/AT5G65430	95
both	both	GO:0015979	photosynthesis	55/1745	112/29066	3.86E-37	3.40E-35	2.42E-35	AT1G03130/AT1G03630/AT1G08520/AT1G11750/AT1G15820/AT1G20020/AT1G29910/AT1G29920/AT1G30380/AT1G31330/AT1G43670/AT1G44575/AT1G52230/AT1G53310/AT1G61520/AT1G61800/AT1G67090/AT1G67740/AT1G76550/AT1G79040/AT2G05070/AT2G05100/AT2G26670/AT2G30570/AT2G34430/AT2G42600/AT3G01500/AT3G02780/AT3G16140/AT3G22840/AT3G27690/AT3G47470/AT3G54050/AT3G54890/AT3G56940/AT3G61470/AT4G02770/AT4G05390/AT4G09650/AT4G10340/AT4G12800/AT4G15530/AT4G17600/AT4G18480/AT4G22890/AT4G27440/AT4G28660/AT4G28750/AT4G34190/AT5G01530/AT5G13630/AT5G38410/AT5G47110/AT5G54270/AT5G64040	55
both	both	GO:0042254	ribosome biogenesis	45/1745	122/29066	3.77E-24	2.74E-22	1.95E-22	AT1G02780/AT1G29070/AT1G41880/AT1G48350/AT1G48920/AT1G52300/AT1G64510/AT1G69620/AT2G19730/AT2G20490/AT2G34480/AT2G39390/AT2G39460/AT2G40510/AT2G40590/AT2G43460/AT3G04920/AT3G09200/AT3G09500/AT3G14600/AT3G16080/AT3G25520/AT3G27160/AT3G44890/AT3G49010/AT3G53020/AT3G53890/AT3G55280/AT3G55750/AT3G56340/AT3G60245/AT3G61110/AT4G02230/AT4G18100/AT4G26230/AT4G27090/AT5G02610/AT5G20290/AT5G26742/AT5G28060/AT5G39740/AT5G46430/AT5G47190/AT5G56710/AT5G64140	45
both	both	GO:0016168	chlorophyll binding	20/1745	30/29066	5.61E-18	3.64E-16	2.60E-16	AT1G15820/AT1G29910/AT1G29920/AT1G44575/AT1G61520/AT2G05070/AT2G05100/AT2G34430/AT3G08940/AT3G22840/AT3G27690/AT3G47470/AT3G54890/AT3G61470/AT4G10340/AT4G17600/AT4G34190/AT5G01530/AT5G47110/AT5G54270	20
both	both	GO:0009522	photosystem I	17/1745	25/29066	1.08E-15	6.36E-14	4.54E-14	AT1G08380/AT1G15820/AT1G30380/AT1G61520/AT2G05070/AT2G05100/AT2G34430/AT3G08940/AT3G22840/AT3G27690/AT3G47470/AT3G54890/AT3G61470/AT4G10340/AT5G01530/AT5G54270/AT5G64040	17
both	both	GO:0006979	response to oxidative stress	53/1745	294/29066	5.98E-13	2.17E-11	1.55E-11	AT1G02930/AT1G03680/AT1G07890/AT1G09970/AT1G13440/AT1G27330/AT1G35720/AT1G45145/AT1G56340/AT1G73120/AT1G76080/AT1G77490/AT1G78380/AT2G05710/AT2G14170/AT2G25080/AT2G31320/AT2G31570/AT2G37040/AT2G38380/AT2G39460/AT2G39800/AT2G40000/AT3G04120/AT3G11630/AT3G15360/AT3G22200/AT3G25530/AT3G44340/AT3G53260/AT3G53990/AT3G55280/AT3G62030/AT4G02380/AT4G09010/AT4G11010/AT4G11290/AT4G11600/AT4G11850/AT4G21860/AT4G21960/AT4G25100/AT4G33420/AT4G34710/AT4G35090/AT5G01410/AT5G06290/AT5G08670/AT5G13930/AT5G16980/AT5G17000/AT5G59880/AT5G64100	53
both	both	GO:0015995	chlorophyll biosynthetic process	17/1745	41/29066	6.03E-11	1.77E-09	1.26E-09	AT1G03475/AT1G03630/AT1G08520/AT1G10670/AT1G58290/AT1G69740/AT3G02780/AT3G48730/AT3G56940/AT3G59400/AT4G15560/AT4G18480/AT4G25080/AT4G27430/AT4G27440/AT5G13630/AT5G18660	17
both	both	GO:0009414	response to water deprivation	49/1745	298/29066	1.32E-10	3.70E-09	2.64E-09	AT1G01620/AT1G02930/AT1G05850/AT1G12110/AT1G15690/AT1G20440/AT1G35720/AT1G76080/AT1G76180/AT2G04030/AT2G05620/AT2G18960/AT2G21660/AT2G30870/AT2G37170/AT2G37180/AT2G38530/AT2G39010/AT2G39800/AT2G41430/AT2G45960/AT3G02480/AT3G23050/AT3G29320/AT3G45140/AT3G48170/AT3G52150/AT3G53420/AT3G54820/AT3G61430/AT4G02380/AT4G08920/AT4G13850/AT4G24020/AT4G24190/AT4G35100/AT4G38680/AT4G39090/AT4G39950/AT5G03740/AT5G13030/AT5G15960/AT5G15970/AT5G47120/AT5G56030/AT5G58070/AT5G58430/AT5G65020/AT5G67300	49
both	both	GO:0051082	unfolded protein binding	26/1745	125/29066	2.22E-08	4.28E-07	3.05E-07	AT1G14980/AT1G55490/AT1G56340/AT2G04030/AT2G16600/AT2G38730/AT2G44650/AT3G13470/AT3G23990/AT3G62030/AT4G24190/AT4G24280/AT4G34870/AT4G38740/AT5G02500/AT5G09590/AT5G20720/AT5G22060/AT5G26360/AT5G28540/AT5G42020/AT5G53350/AT5G56000/AT5G56010/AT5G56030/AT5G61790	26
both	both	GO:0009737	response to abscisic acid	49/1745	418/29066	6.24E-06	8.47E-05	6.04E-05	AT1G17840/AT1G20440/AT1G20630/AT1G22300/AT1G32080/AT1G35720/AT1G43670/AT1G54100/AT1G76180/AT1G76930/AT1G77180/AT2G01570/AT2G05520/AT2G05710/AT2G15970/AT2G18960/AT2G31320/AT2G32690/AT2G36530/AT2G37170/AT2G37220/AT2G39800/AT2G46820/AT3G05880/AT3G06550/AT3G15730/AT3G48170/AT3G53420/AT3G57870/AT3G62030/AT3G63150/AT4G02380/AT4G04020/AT4G14605/AT4G21410/AT4G34710/AT4G35100/AT4G38680/AT4G38970/AT5G02240/AT5G03740/AT5G15960/AT5G15970/AT5G25980/AT5G26000/AT5G53160/AT5G54270/AT5G67300/AT5G67580	49
both	both	GO:0010498	proteasomal protein catabolic process	8/1745	25/29066	7.15E-05	0.000741524	0.000528373	AT1G56450/AT1G79210/AT3G05530/AT3G27430/AT3G51260/AT3G60820/AT4G14800/AT4G31300	8
both	both	GO:0009793	embryo development ending in seed dormancy	48/1745	449/29066	8.22E-05	0.000825049	0.000587889	AT1G01470/AT1G02140/AT1G02780/AT1G07890/AT1G14610/AT1G20200/AT1G43170/AT1G55540/AT1G78630/AT1G79230/AT2G01735/AT2G03150/AT2G04030/AT2G15690/AT2G18020/AT2G34480/AT2G47470/AT3G04400/AT3G07430/AT3G10920/AT3G18290/AT3G19980/AT3G47520/AT3G48110/AT3G48750/AT3G52590/AT3G55620/AT3G57870/AT4G11850/AT4G13940/AT4G24270/AT4G24670/AT4G26300/AT4G29060/AT4G29860/AT4G30580/AT4G34200/AT4G34710/AT4G37300/AT5G08790/AT5G10360/AT5G13710/AT5G22800/AT5G26742/AT5G42080/AT5G48230/AT5G49930/AT5G67570	48
both	both	GO:0004298	threonine-type endopeptidase activity	7/1745	24/29066	0.000388334	0.003094145	0.002204735	AT1G56450/AT1G79210/AT3G27430/AT3G51260/AT3G60820/AT4G14800/AT4G31300	7
both	both	GO:0009704	de-etiolation	5/1745	16/29066	0.001938138	0.011619418	0.008279423	AT2G04030/AT2G16600/AT4G34870/AT4G38740/AT5G23060	5
both	both	GO:0006413	translational initiation	13/1745	103/29066	0.008701676	0.039797632	0.028357827	AT1G26630/AT1G54270/AT2G04520/AT3G11400/AT3G13920/AT3G55620/AT3G56150/AT4G19210/AT4G38710/AT5G18110/AT5G25780/AT5G44320/AT5G54760	13
mock_specific	mock_specific	GO:0009414	response to water deprivation	29/716	298/29066	3.99E-10	3.78E-07	3.34E-07	AT1G02205/AT1G08720/AT1G20450/AT1G47128/AT1G52690/AT1G74520/AT1G79600/AT2G22430/AT2G37760/AT2G41010/AT2G42540/AT3G11410/AT3G18490/AT3G23920/AT3G50970/AT3G61050/AT4G02280/AT4G23400/AT4G27410/AT4G32551/AT4G34000/AT5G06530/AT5G06760/AT5G49230/AT5G52300/AT5G52310/AT5G61590/AT5G63980/AT5G66400	29
mock_specific	mock_specific	GO:0009737	response to abscisic acid	32/716	418/29066	1.91E-08	6.02E-06	5.32E-06	AT1G20450/AT1G29395/AT1G49720/AT1G58220/AT1G74520/AT2G04550/AT2G33380/AT2G35940/AT2G42540/AT3G01420/AT3G11410/AT3G18490/AT3G20470/AT3G50970/AT3G53180/AT3G59220/AT4G17260/AT4G23600/AT4G26080/AT4G27410/AT4G31910/AT4G32150/AT4G34000/AT4G35230/AT4G38630/AT5G25610/AT5G44120/AT5G52300/AT5G52310/AT5G57330/AT5G59010/AT5G66400	32
mock_specific	mock_specific	GO:0030163	protein catabolic process	12/716	96/29066	4.30E-06	0.001018572	0.000899139	AT1G03220/AT1G03230/AT1G77480/AT2G22010/AT3G02740/AT3G18490/AT4G11260/AT4G19006/AT4G28470/AT4G38630/AT5G23540/AT5G42790	12
