Cluster	group	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
aba_specific	aba_specific	GO:0042254	ribosome biogenesis	28/1762	122/29066	7.60098172006258e-10	9.21100784803947e-08	7.49187671929613e-08	AT1G07070/AT1G16740/AT1G18080/AT1G26880/AT1G32990/AT1G48630/AT2G19740/AT2G20450/AT2G36620/AT2G45710/AT3G05060/AT3G06700/AT3G10090/AT3G15190/AT3G28900/AT3G53430/AT3G59540/AT4G17560/AT4G29410/AT4G32720/AT4G34730/AT5G03850/AT5G06360/AT5G27120/AT5G27700/AT5G47930/AT5G56940/AT5G65220	28
aba_specific	aba_specific	GO:0009735	response to cytokinin	35/1762	203/29066	2.04983043919878e-08	2.27701997954331e-06	1.85203978278486e-06	AT1G05190/AT1G13930/AT1G15140/AT1G16350/AT1G47420/AT1G49600/AT1G69040/AT1G74030/AT1G78830/AT2G20270/AT2G29080/AT2G33210/AT2G40490/AT2G44060/AT3G02180/AT3G03100/AT3G07110/AT3G10520/AT3G22890/AT3G32980/AT3G48100/AT3G54640/AT3G56090/AT3G63140/AT4G02530/AT4G11150/AT4G20260/AT4G35630/AT4G37910/AT4G39260/AT5G01600/AT5G04430/AT5G14910/AT5G19370/AT5G23120	35
aba_specific	aba_specific	GO:0051082	unfolded protein binding	25/1762	125/29066	1.11409831203777e-07	1.12515400767667e-05	9.15156653300408e-06	AT1G08780/AT1G09210/AT1G29990/AT1G36390/AT1G55820/AT2G28000/AT2G29960/AT2G33210/AT3G02530/AT3G03960/AT3G09440/AT3G11830/AT3G13222/AT3G13860/AT3G18190/AT3G20050/AT3G56070/AT4G21870/AT4G37910/AT5G02490/AT5G13120/AT5G16070/AT5G18820/AT5G20890/AT5G48030	25
aba_specific	aba_specific	GO:0009534	chloroplast thylakoid	33/1762	198/29066	1.18170713484422e-07	1.12515400767667e-05	9.15156653300408e-06	AT1G02560/AT1G12250/AT1G50450/AT1G55480/AT1G56500/AT1G64770/AT1G71500/AT1G74470/AT1G75690/AT2G01140/AT2G30440/AT2G42130/AT2G43710/AT3G14110/AT3G15520/AT3G16000/AT3G18890/AT3G21200/AT3G46780/AT3G51820/AT3G56650/AT3G59780/AT3G63140/AT4G01050/AT4G02530/AT4G23890/AT4G32770/AT4G33510/AT5G13120/AT5G17170/AT5G23120/AT5G39830/AT5G64290	33
aba_specific	aba_specific	GO:0006417	regulation of translation	18/1762	72/29066	2.00139967585303e-07	1.77857717860806e-05	1.44662573061657e-05	AT1G18080/AT1G21760/AT1G43190/AT1G48630/AT1G49760/AT2G27040/AT2G29190/AT2G29200/AT3G60240/AT4G18040/AT4G25880/AT4G27130/AT5G05470/AT5G35620/AT5G43700/AT5G43810/AT5G53180/AT5G57870	18
aba_specific	aba_specific	GO:0005747	mitochondrial respiratory chain complex I	16/1762	60/29066	3.63990026997937e-07	2.98337884159535e-05	2.42656469920891e-05	AT1G16700/AT1G49140/AT1G79010/AT2G20530/AT3G03100/AT3G12260/AT3G18410/AT3G27280/AT4G00585/AT4G02580/AT4G34700/AT5G08530/AT5G18800/AT5G37510/AT5G40770/AT5G47890	16
aba_specific	aba_specific	GO:0005840	ribosome	42/1762	300/29066	3.80475921283728e-07	2.98337884159535e-05	2.42656469920891e-05	AT1G04480/AT1G05190/AT1G07070/AT1G16740/AT1G17560/AT1G22780/AT1G26880/AT1G32990/AT2G19740/AT2G20450/AT2G24090/AT2G33370/AT2G36620/AT2G43030/AT2G45710/AT3G06700/AT3G07110/AT3G10090/AT3G10610/AT3G11250/AT3G15190/AT3G28900/AT3G43980/AT3G44590/AT3G53430/AT3G57490/AT3G59540/AT4G00810/AT4G10450/AT4G17390/AT4G17560/AT4G29410/AT5G03850/AT5G06360/AT5G15220/AT5G15260/AT5G27700/AT5G39600/AT5G47930/AT5G55125/AT5G56940/AT5G65220	42
aba_specific	aba_specific	GO:0005832	chaperonin-containing T-complex	7/1762	11/29066	7.90312805438631e-07	5.85270538694275e-05	4.76036368188181e-05	AT3G02530/AT3G03960/AT3G11830/AT3G18190/AT3G20050/AT5G16070/AT5G20890	7
aba_specific	aba_specific	GO:0006979	response to oxidative stress	40/1762	294/29066	1.49102317818785e-06	0.000104607047185495	8.50833170932681e-05	AT1G05260/AT1G08830/AT1G09210/AT1G14870/AT1G32230/AT1G52760/AT1G53670/AT1G75280/AT2G01140/AT2G29450/AT2G35510/AT2G37130/AT2G47510/AT3G01090/AT3G01190/AT3G03100/AT3G06050/AT3G08670/AT3G11220/AT3G12490/AT3G21770/AT3G22380/AT3G32980/AT3G55460/AT4G02580/AT4G20830/AT4G21850/AT4G26970/AT4G32770/AT4G37530/AT5G05340/AT5G07460/AT5G17820/AT5G20250/AT5G37510/AT5G40390/AT5G43750/AT5G55070/AT5G59080/AT5G64940	40
aba_specific	aba_specific	GO:0009505	plant-type cell wall	46/1762	362/29066	1.76277305694183e-06	0.000114843798691127	9.3409493940744e-05	AT1G05260/AT1G41830/AT1G62440/AT1G67830/AT1G68560/AT1G69530/AT1G73590/AT1G75750/AT1G76160/AT1G78830/AT1G80240/AT2G26440/AT2G30490/AT2G37130/AT3G01190/AT3G05910/AT3G13750/AT3G18080/AT3G21770/AT3G26720/AT3G27280/AT3G48530/AT3G49220/AT3G52500/AT3G52840/AT3G62360/AT4G12480/AT4G20830/AT4G21150/AT4G24350/AT4G32460/AT4G36195/AT5G06860/AT5G08370/AT5G09530/AT5G11420/AT5G12950/AT5G17820/AT5G20950/AT5G25460/AT5G34940/AT5G42100/AT5G53470/AT5G60920/AT5G66680/AT5G66920	46
aba_specific	aba_specific	GO:0009409	response to cold	43/1762	329/29066	1.80924213992024e-06	0.000114843798691127	9.3409493940744e-05	AT1G01120/AT1G05260/AT1G09760/AT1G15950/AT1G21760/AT1G22190/AT1G45474/AT1G60170/AT1G68530/AT1G78080/AT2G19450/AT2G26250/AT2G38750/AT3G06510/AT3G11170/AT3G12490/AT3G17020/AT3G22310/AT3G23830/AT3G26420/AT3G26744/AT3G53110/AT3G55980/AT3G56090/AT4G02330/AT4G08500/AT4G11150/AT4G12480/AT4G20260/AT4G21150/AT4G24960/AT4G36020/AT4G39260/AT5G01600/AT5G09410/AT5G17890/AT5G20250/AT5G20830/AT5G38470/AT5G52370/AT5G53470/AT5G57560/AT5G61410	43
aba_specific	aba_specific	GO:0008565	protein transporter activity	18/1762	84/29066	2.29136905834792e-06	0.000134807844877036	0.000109647475203022	AT1G06210/AT1G12360/AT1G27970/AT1G30630/AT1G61570/AT1G73430/AT2G29530/AT2G31660/AT2G34840/AT3G08947/AT3G09740/AT3G17340/AT3G59020/AT4G02150/AT4G16143/AT5G01590/AT5G06120/AT5G19820	18
aba_specific	aba_specific	GO:0005681	spliceosomal complex	17/1762	76/29066	2.32601682833595e-06	0.000134807844877036	0.000109647475203022	AT1G02330/AT1G06220/AT1G09770/AT1G20960/AT1G32490/AT1G55310/AT1G60170/AT2G47250/AT3G53500/AT3G55460/AT3G62310/AT4G21110/AT4G30220/AT4G30330/AT5G48870/AT5G61140/AT5G64200	17
aba_specific	aba_specific	GO:0022627	cytosolic small ribosomal subunit	21/1762	114/29066	4.50123256497115e-06	0.000250005958712772	0.000203345155347381	AT1G04270/AT1G09150/AT1G18080/AT1G22780/AT1G48630/AT2G45710/AT3G02560/AT3G04230/AT3G10090/AT3G10610/AT3G18130/AT3G43980/AT3G45030/AT3G46040/AT3G48930/AT3G57490/AT4G16444/AT4G34670/AT5G03850/AT5G27700/AT5G47930	21
aba_specific	aba_specific	GO:0009579	thylakoid	30/1762	202/29066	5.09288236631615e-06	0.000271552487771977	0.000220870266833921	AT1G02560/AT1G12250/AT1G15140/AT1G55480/AT2G21170/AT2G28000/AT2G37660/AT2G42130/AT3G06730/AT3G15520/AT3G15850/AT3G27830/AT3G52300/AT3G52380/AT3G55330/AT3G56090/AT3G56650/AT3G63140/AT4G02530/AT4G15510/AT4G25370/AT4G38100/AT5G01600/AT5G11710/AT5G13120/AT5G14910/AT5G23120/AT5G39830/AT5G58250/AT5G61410	30
aba_specific	aba_specific	GO:0008137	NADH dehydrogenase (ubiquinone) activity	7/1762	14/29066	6.9889626756189e-06	0.000348984557612763	0.000283850510791761	AT1G16700/AT1G79010/AT3G03100/AT4G02580/AT5G08530/AT5G18800/AT5G37510	7
aba_specific	aba_specific	GO:0005802	trans-Golgi network	40/1762	313/29066	7.0687044677754e-06	0.000348984557612763	0.000283850510791761	AT1G01510/AT1G02730/AT1G06890/AT1G09330/AT1G19710/AT1G30450/AT1G31130/AT1G53710/AT1G59820/AT1G75420/AT2G03480/AT2G14720/AT2G26890/AT2G29960/AT2G32540/AT3G04080/AT3G22950/AT3G25610/AT3G43300/AT3G52850/AT3G53520/AT3G63300/AT4G24550/AT4G26550/AT4G30260/AT4G30440/AT4G30996/AT4G32390/AT4G32410/AT4G33410/AT4G38270/AT5G18280/AT5G18480/AT5G20350/AT5G25100/AT5G26240/AT5G39510/AT5G45550/AT5G54310/AT5G64740	40
aba_specific	aba_specific	GO:0006633	fatty acid biosynthetic process	18/1762	93/29066	1.04277743142522e-05	0.000479318040030973	0.000389858713019231	AT1G01120/AT1G52670/AT1G62640/AT1G65290/AT1G66430/AT1G68530/AT1G74960/AT2G26250/AT2G34770/AT2G43710/AT3G01090/AT3G05020/AT3G11170/AT3G45770/AT3G48530/AT5G38020/AT5G51830/AT5G52920	18
aba_specific	aba_specific	GO:0008380	RNA splicing	18/1762	93/29066	1.04277743142522e-05	0.000479318040030973	0.000389858713019231	AT1G09770/AT1G32490/AT1G43190/AT1G44910/AT1G55310/AT1G60170/AT2G27100/AT2G47250/AT3G53500/AT3G55460/AT3G62310/AT5G04430/AT5G04810/AT5G09860/AT5G13010/AT5G53180/AT5G61140/AT5G64200	18
aba_specific	aba_specific	GO:0030687	preribosome, large subunit precursor	7/1762	16/29066	2.09148438825782e-05	0.000929316229849224	0.000755869796458089	AT2G37990/AT2G40360/AT3G22660/AT4G31420/AT5G06360/AT5G15550/AT5G61770	7
aba_specific	aba_specific	GO:0016491	oxidoreductase activity	43/1762	363/29066	2.19111583432157e-05	0.0009308734201234	0.000757136354662694	AT1G06690/AT1G15140/AT1G15950/AT1G30720/AT1G35190/AT1G47290/AT1G50450/AT1G50940/AT1G57770/AT1G60710/AT1G60730/AT1G66130/AT1G75280/AT2G21250/AT2G21280/AT2G31360/AT2G43020/AT3G03100/AT3G06050/AT3G09940/AT3G10390/AT3G15850/AT3G23510/AT3G29250/AT3G45770/AT3G51840/AT3G55360/AT3G59050/AT4G05530/AT4G09670/AT4G09750/AT4G13010/AT4G18360/AT4G21580/AT4G23890/AT4G24050/AT4G30210/AT5G05600/AT5G21430/AT5G38630/AT5G48440/AT5G65930/AT5G67290	43
aba_specific	aba_specific	GO:0010583	response to cyclopentenone	10/1762	34/29066	2.23465487201416e-05	0.0009308734201234	0.000757136354662694	AT1G02730/AT1G23080/AT1G73590/AT1G76540/AT2G23130/AT3G11700/AT4G12730/AT5G43700/AT5G57560/AT5G64740	10
aba_specific	aba_specific	GO:0005198	structural molecule activity	14/1762	65/29066	2.8149885592082e-05	0.00112181741675419	0.000912442799586853	AT1G29150/AT1G30630/AT1G52360/AT1G62020/AT1G75780/AT2G20760/AT2G21390/AT2G34840/AT2G45140/AT3G15980/AT4G21450/AT4G22220/AT5G49940/AT5G54110	14
aba_specific	aba_specific	GO:0000166	nucleotide binding	28/1762	199/29066	2.86134975016071e-05	0.00112181741675419	0.000912442799586853	AT1G10580/AT1G18080/AT1G27470/AT1G48630/AT2G19540/AT2G34260/AT2G40360/AT2G43770/AT2G45540/AT2G46280/AT2G46290/AT3G12610/AT3G13300/AT3G18060/AT3G18130/AT3G18860/AT3G26420/AT3G44530/AT3G56490/AT4G10610/AT4G16890/AT4G17620/AT4G26850/AT5G11240/AT5G15550/AT5G25150/AT5G43930/AT5G50230	28
aba_specific	aba_specific	GO:0015031	protein transport	32/1762	243/29066	3.09609071975229e-05	0.00117916826555137	0.000959089756795447	AT1G03380/AT1G07140/AT1G11890/AT1G12360/AT1G29060/AT1G30630/AT1G52380/AT1G72750/AT1G73030/AT1G75340/AT2G05630/AT2G27600/AT2G30060/AT2G34840/AT2G36680/AT3G06420/AT3G15580/AT3G17340/AT3G18160/AT3G18890/AT3G49470/AT3G59290/AT4G10770/AT4G24690/AT4G25650/AT4G26550/AT4G26670/AT5G06120/AT5G21990/AT5G50230/AT5G58060/AT5G64410	32
aba_specific	aba_specific	GO:0009706	chloroplast inner membrane	15/1762	75/29066	3.72852642565853e-05	0.00138059047927856	0.00112291877731821	AT2G15290/AT2G21280/AT2G38550/AT3G11170/AT3G18890/AT4G00630/AT4G13010/AT4G25650/AT4G32770/AT5G01590/AT5G16620/AT5G18570/AT5G24690/AT5G64290/AT5G66450	15
aba_specific	aba_specific	GO:0007005	mitochondrion organization	10/1762	36/29066	3.87542712299387e-05	0.00139620117701374	0.00113561591370802	AT2G28000/AT2G29530/AT2G33210/AT3G13860/AT3G46560/AT5G16930/AT5G18820/AT5G27540/AT5G40770/AT5G64050	10
aba_specific	aba_specific	GO:0009846	pollen germination	14/1762	67/29066	4.03064117508243e-05	0.00141390649641707	0.00115001673416479	AT1G05630/AT1G21170/AT1G64980/AT2G17420/AT2G39990/AT2G41110/AT3G04080/AT4G02350/AT4G35460/AT5G07370/AT5G18280/AT5G23630/AT5G53180/AT5G65930	14
aba_specific	aba_specific	GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	11/1762	44/29066	4.69803160505428e-05	0.00160576311013778	0.00130606546645234	AT1G27390/AT1G61570/AT1G72750/AT2G18710/AT2G29530/AT3G20000/AT3G46560/AT3G48570/AT4G26670/AT5G05000/AT5G50810	11
aba_specific	aba_specific	GO:0005789	endoplasmic reticulum membrane	44/1762	388/29066	5.08627032703376e-05	0.001694999586484	0.00137864695706441	AT1G01120/AT1G07810/AT1G08700/AT1G08820/AT1G09070/AT1G09580/AT1G11880/AT1G11890/AT1G29060/AT1G55350/AT1G59820/AT1G64090/AT1G68530/AT2G03480/AT2G19450/AT2G26250/AT2G29980/AT2G31360/AT2G34770/AT2G45140/AT3G07100/AT3G15850/AT3G48570/AT3G55360/AT3G58490/AT3G62360/AT4G08230/AT4G16444/AT4G17530/AT4G21150/AT4G21450/AT4G30210/AT4G32530/AT5G21990/AT5G23190/AT5G23630/AT5G27150/AT5G39510/AT5G53470/AT5G54110/AT5G57800/AT5G58000/AT5G64440/AT5G66680	44
aba_specific	aba_specific	GO:0030126	COPI vesicle coat	7/1762	18/29066	5.22439780384356e-05	0.00169856640793255	0.00138154807136299	AT1G15370/AT1G30630/AT1G52360/AT1G62020/AT2G21390/AT2G34840/AT3G15980	7
aba_specific	aba_specific	GO:0006886	intracellular protein transport	31/1762	241/29066	6.40604815309858e-05	0.00203315766382867	0.00165369162849412	AT1G06210/AT1G09580/AT1G15370/AT1G23900/AT1G27700/AT1G31730/AT1G52280/AT1G52360/AT1G60780/AT1G62020/AT2G05170/AT2G20760/AT2G21390/AT2G27460/AT3G07100/AT3G07890/AT3G09560/AT3G09740/AT3G15980/AT3G16100/AT3G22950/AT3G48570/AT3G55020/AT3G56190/AT4G02150/AT4G09720/AT4G16143/AT4G17530/AT4G24550/AT5G11490/AT5G45130	31
aba_specific	aba_specific	GO:0009790	embryo development	16/1762	89/29066	8.11126242471273e-05	0.00251449135166095	0.00204518979129844	AT1G19850/AT1G31340/AT1G32230/AT1G67960/AT1G73590/AT1G78580/AT2G28000/AT2G35510/AT2G39990/AT2G46080/AT3G20910/AT4G31770/AT4G32720/AT5G04810/AT5G18570/AT5G27540	16
aba_specific	aba_specific	GO:0022625	cytosolic large ribosomal subunit	22/1762	148/29066	8.69847616339587e-05	0.0026352428922288	0.00214340441346836	AT1G04480/AT1G07070/AT1G26880/AT1G32990/AT2G19740/AT2G20450/AT2G33370/AT2G36620/AT2G47610/AT3G06700/AT3G07110/AT3G11250/AT3G13580/AT3G28900/AT3G53430/AT3G59540/AT4G00810/AT4G10450/AT4G17390/AT4G29410/AT4G31420/AT5G45775	22
aba_specific	aba_specific	GO:0048767	root hair elongation	11/1762	47/29066	9.02031033855528e-05	0.00267201637362093	0.0021733145377104	AT1G70940/AT2G26650/AT2G37620/AT3G20630/AT4G05530/AT4G14430/AT4G16444/AT4G30980/AT5G13010/AT5G20490/AT5G45420	11
aba_specific	aba_specific	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	6/1762	14/29066	9.67774513065371e-05	0.00280444223025248	0.0022810245960122	AT1G16700/AT1G79010/AT4G02580/AT4G34700/AT5G08530/AT5G18800	6
aba_specific	aba_specific	GO:0031969	chloroplast membrane	20/1762	129/29066	9.91347410915407e-05	0.00281162999734093	0.00228687084712849	AT1G05940/AT1G15500/AT1G55480/AT1G74470/AT2G19450/AT3G08640/AT3G14110/AT3G15850/AT3G46980/AT3G48870/AT3G51820/AT4G00630/AT4G04850/AT4G39030/AT5G01220/AT5G03555/AT5G06130/AT5G35220/AT5G43750/AT5G64940	20
aba_specific	aba_specific	GO:0048364	root development	24/1762	171/29066	0.000107435468472117	0.00295013800849319	0.002399527894143	AT1G01950/AT1G05630/AT1G14580/AT1G19850/AT1G23080/AT1G48630/AT1G59820/AT1G70940/AT1G73590/AT1G79950/AT2G29960/AT2G42500/AT3G18130/AT3G22400/AT3G23940/AT3G28860/AT3G51550/AT4G00730/AT4G29040/AT5G10720/AT5G16780/AT5G45550/AT5G55580/AT5G58270	24
aba_specific	aba_specific	GO:0000398	mRNA splicing, via spliceosome	19/1762	120/29066	0.000110019929814159	0.00295013800849319	0.002399527894143	AT1G06220/AT1G09760/AT1G10580/AT1G20960/AT1G44910/AT1G55310/AT1G60170/AT1G76860/AT2G03870/AT2G23930/AT3G04500/AT3G50670/AT3G53500/AT3G55460/AT4G21110/AT4G31770/AT5G13010/AT5G48870/AT5G64200	19
aba_specific	aba_specific	GO:0005643	nuclear pore	11/1762	48/29066	0.000110657839778439	0.00295013800849319	0.002399527894143	AT1G07140/AT1G52380/AT1G75340/AT2G30060/AT2G31660/AT3G17340/AT3G27100/AT3G59020/AT4G02150/AT4G16143/AT5G06120	11
aba_specific	aba_specific	GO:0005852	eukaryotic translation initiation factor 3 complex	7/1762	20/29066	0.00011429825555929	0.00298744264040261	0.00242987003562577	AT1G10840/AT2G39990/AT2G46280/AT3G02200/AT3G57290/AT4G11420/AT5G27640	7
