Cluster	group	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
common	common	GO:0015995	chlorophyll biosynthetic process	7/718	41/29066	5.89915390572911e-05	0.00103943091818947	0.000834575036768413	AT5G54190/AT1G58290/AT3G56940/AT5G13630/AT1G03630/AT3G03710/AT5G18660	7
common	common	GO:0006364	rRNA processing	9/718	85/29066	0.000251799331374806	0.00396134305252151	0.00318062313315545	AT4G25630/AT5G14050/AT1G15440/AT1G52930/AT5G14580/AT4G04940/AT5G16130/AT3G03710/AT1G70200	9
common	common	GO:0009522	photosystem I	4/718	25/29066	0.00309016784534804	0.0286572407552803	0.0230093384163311	AT3G27690/AT3G22840/AT2G34430/AT1G29930	4
common	common	GO:0016168	chlorophyll binding	4/718	30/29066	0.00607388082700474	0.0490925597118457	0.0394171696354146	AT3G27690/AT3G22840/AT2G34430/AT1G29930	4
DEG_only	DEG_only	GO:0042254	ribosome biogenesis	80/4494	122/29066	7.9189328499433e-36	1.67089483133804e-33	1.32299765357699e-33	AT1G48920/AT1G48630/AT5G27120/AT5G20290/AT5G39740/AT3G49010/AT3G25520/AT3G56340/AT3G05060/AT3G16780/AT1G03530/AT2G37190/AT5G56710/AT1G50920/AT3G09500/AT4G18100/AT3G53890/AT2G19730/AT5G60670/AT5G22100/AT2G40510/AT4G32720/AT3G16080/AT3G09200/AT2G40590/AT4G15770/AT2G44860/AT1G08410/AT5G27700/AT1G02780/AT3G53430/AT3G60245/AT5G46430/AT1G18080/AT4G26230/AT4G29410/AT4G30150/AT2G39460/AT2G39390/AT4G35490/AT5G28060/AT5G03850/AT3G55280/AT1G15250/AT3G59540/AT4G02230/AT5G64140/AT2G20450/AT3G04920/AT3G22230/AT3G61110/AT2G20490/AT2G34480/AT2G19740/AT5G47930/AT5G06360/AT1G74270/AT5G64670/AT3G14600/AT1G07070/AT5G02610/AT3G12370/AT5G56940/AT3G19800/AT3G06700/AT3G55750/AT1G67440/AT5G55140/AT1G52980/AT4G27090/AT1G41880/AT5G11750/AT2G45710/AT5G27820/AT3G28900/AT5G53070/AT1G69620/AT5G59240/AT3G44890/AT1G26880	80
DEG_only	DEG_only	GO:0009414	response to water deprivation	122/4494	298/29066	1.95332696902587e-26	3.60632991656402e-24	2.85545560866809e-24	AT1G52690/AT5G06760/AT5G52310/AT3G50970/AT2G46680/AT3G02480/AT1G20450/AT1G77120/AT4G02280/AT5G57050/AT1G20440/AT4G34000/AT4G27410/AT5G59220/AT1G02205/AT2G35300/AT5G15960/AT1G76180/AT3G61890/AT3G23920/AT5G52300/AT1G52890/AT5G67030/AT4G30960/AT3G05640/AT1G52400/AT1G43160/AT2G37760/AT5G20830/AT1G32560/AT5G06530/AT2G26740/AT2G21490/AT5G05410/AT2G22430/AT3G18490/AT5G59310/AT2G41870/AT3G14440/AT2G17840/AT5G45340/AT5G08620/AT3G24500/AT5G37500/AT4G39090/AT5G10230/AT4G39730/AT3G19580/AT1G45249/AT5G62470/AT2G36270/AT5G01820/AT2G18050/AT2G41430/AT4G34890/AT1G47128/AT3G57540/AT5G56030/AT1G56600/AT4G33950/AT5G13330/AT1G08920/AT3G29320/AT5G13750/AT3G50980/AT3G63060/AT2G40880/AT5G49630/AT5G13780/AT1G80410/AT1G56280/AT4G39130/AT3G23830/AT5G11270/AT2G37770/AT1G27320/AT2G33700/AT4G37790/AT1G27730/AT3G30775/AT4G00430/AT3G09940/AT1G76080/AT5G47120/AT1G22190/AT3G19290/AT2G45960/AT1G69310/AT1G01620/AT1G74520/AT1G46768/AT4G18780/AT5G23010/AT5G04280/AT2G47180/AT5G58670/AT1G35720/AT2G38470/AT5G60660/AT2G01830/AT3G50310/AT5G63850/AT5G65020/AT1G17950/AT3G12490/AT1G04400/AT4G15910/AT2G32700/AT4G23450/AT1G69600/AT5G24030/AT1G28520/AT2G42620/AT1G16060/AT2G41240/AT3G51920/AT2G38760/AT1G05180/AT1G73330/AT2G39010/AT5G65730/AT2G17820	122
DEG_only	DEG_only	GO:0009737	response to abscisic acid	147/4494	418/29066	1.4658054346692e-23	2.40554958556267e-21	1.90468986890933e-21	AT5G52310/AT3G50970/AT2G46680/AT2G15970/AT4G26080/AT1G20450/AT2G33380/AT4G12480/AT1G77120/AT5G57050/AT2G40170/AT1G20440/AT4G34000/AT1G54100/AT4G27410/AT5G59220/AT5G15960/AT1G76180/AT3G51810/AT3G61890/AT2G42530/AT5G52300/AT3G01420/AT4G21440/AT1G52400/AT1G43160/AT2G46270/AT4G25580/AT3G05880/AT4G28110/AT1G59870/AT2G21490/AT1G05100/AT5G01520/AT4G21410/AT3G18490/AT5G59310/AT2G41870/AT4G34710/AT2G17840/AT5G62490/AT3G58450/AT3G24500/AT5G37500/AT2G36530/AT5G39610/AT4G05100/AT4G27710/AT5G44120/AT3G63210/AT2G38940/AT4G28520/AT4G39260/AT3G19580/AT1G71030/AT1G22640/AT1G45249/AT5G62470/AT2G36270/AT5G01820/AT4G22200/AT4G19810/AT3G09770/AT3G57540/AT1G56600/AT2G46830/AT1G34670/AT4G33950/AT5G13330/AT1G18100/AT1G05510/AT1G08920/AT1G20630/AT3G50980/AT3G63060/AT5G59010/AT1G65690/AT5G53160/AT4G39130/AT1G71960/AT5G11270/AT2G05710/AT2G33700/AT1G10840/AT4G37790/AT1G27730/AT5G57330/AT2G32510/AT4G34990/AT3G57530/AT3G11050/AT3G30210/AT3G53180/AT1G51500/AT5G02240/AT5G64750/AT4G01280/AT1G49720/AT3G02410/AT3G19290/AT2G45640/AT4G32910/AT5G54230/AT5G62000/AT1G74520/AT1G12130/AT3G15730/AT5G25980/AT3G28580/AT4G37050/AT2G47180/AT5G58670/AT1G35720/AT5G16770/AT4G21534/AT5G04760/AT1G01060/AT5G52660/AT4G25000/AT5G60660/AT1G48000/AT5G52050/AT3G56850/AT4G32150/AT3G50310/AT1G65580/AT1G47510/AT1G44170/AT1G50280/AT5G16600/AT1G17950/AT4G17260/AT4G15910/AT4G23450/AT1G55870/AT3G46590/AT1G73980/AT1G16060/AT5G20910/AT1G75240/AT3G51920/AT2G21230/AT4G37040/AT2G31830/AT3G11820/AT5G65310/AT3G12560	147
DEG_only	DEG_only	GO:0009409	response to cold	120/4494	329/29066	5.71153103097719e-21	8.43593133275331e-19	6.67948523727964e-19	AT5G06760/AT5G52310/AT3G50970/AT4G26080/AT1G20450/AT2G33380/AT4G12480/AT1G77120/AT1G20440/AT5G20250/AT5G15960/AT1G76180/AT2G42530/AT5G52300/AT3G17390/AT1G43160/AT2G37760/AT5G20830/AT3G05880/AT3G05890/AT2G47730/AT3G25770/AT4G34710/AT2G17840/AT5G02500/AT1G68530/AT5G08620/AT5G37500/AT2G16500/AT4G35790/AT5G10230/AT2G36530/AT4G39730/AT2G37190/AT3G16470/AT4G39260/AT5G24090/AT5G01600/AT5G62470/AT5G01820/AT4G30650/AT1G01140/AT3G09200/AT3G21300/AT2G37230/AT3G22330/AT2G27720/AT1G55920/AT1G01120/AT2G05100/AT4G37610/AT1G56600/AT2G46830/AT4G28210/AT4G35090/AT5G23070/AT2G39460/AT2G05070/AT1G80820/AT2G40880/AT5G59010/AT3G06510/AT3G55280/AT1G23740/AT5G23860/AT5G38480/AT3G23830/AT3G04880/AT2G37770/AT1G63940/AT1G09350/AT1G27320/AT5G04530/AT5G43170/AT3G16460/AT1G27730/AT2G24040/AT5G04590/AT3G22370/AT4G09650/AT2G17870/AT3G01500/AT3G11050/AT1G47840/AT1G22190/AT1G09560/AT4G11150/AT1G74520/AT2G46590/AT1G46768/AT5G58780/AT5G04280/AT2G47180/AT5G58670/AT1G35720/AT1G09760/AT3G55990/AT2G38470/AT1G01060/AT2G27710/AT5G15090/AT2G40970/AT3G50310/AT2G38905/AT3G59770/AT5G65020/AT3G12490/AT1G16540/AT1G61980/AT3G02870/AT4G15910/AT4G02330/AT5G62690/AT2G38760/AT3G24440/AT2G20990/AT1G74710/AT1G05140/AT3G16690/AT5G54470	120
DEG_only	DEG_only	GO:0003729	mRNA binding	129/4494	391/29066	3.46422029768692e-18	4.65150307243962e-16	3.68301315859346e-16	AT5G20250/AT1G48920/AT3G17390/AT5G40420/AT5G47210/AT2G23350/AT3G07110/AT1G79270/AT5G20290/AT1G43170/AT3G04840/AT2G44120/AT3G49010/AT1G49760/AT4G17390/AT5G04800/AT4G31700/AT5G02050/AT3G56340/AT5G10360/AT3G16780/AT1G74060/AT4G17520/AT5G27850/AT3G05560/AT3G11510/AT3G09500/AT4G39260/AT1G53645/AT2G37270/AT1G14320/AT5G52650/AT2G40510/AT2G18020/AT5G57870/AT3G02830/AT4G13170/AT2G40590/AT1G29400/AT2G37230/AT4G02940/AT1G72370/AT1G22780/AT3G09630/AT3G24830/AT3G53870/AT3G47370/AT3G11940/AT3G48930/AT5G56030/AT1G20220/AT1G02780/AT4G16390/AT2G01250/AT4G38710/AT2G40290/AT1G04990/AT3G02560/AT2G31610/AT5G05990/AT3G57290/AT5G60960/AT3G58700/AT5G48760/AT2G39390/AT3G20250/AT2G29200/AT3G55340/AT5G41520/AT1G15250/AT3G13580/AT2G02740/AT1G76010/AT5G27770/AT3G10360/AT5G64140/AT3G55605/AT3G04920/AT4G25740/AT5G02530/AT2G34480/AT3G01790/AT1G48830/AT5G18380/AT3G23830/AT4G28440/AT3G56150/AT3G53500/AT1G47500/AT1G71260/AT5G15520/AT5G02610/AT2G17870/AT3G15010/AT5G40490/AT5G43960/AT4G36680/AT3G11400/AT1G15310/AT2G25970/AT2G41840/AT1G69250/AT2G33410/AT5G15200/AT5G62300/AT3G49430/AT5G04430/AT3G14010/AT2G29140/AT5G04280/AT5G21160/AT3G07660/AT4G27090/AT2G38770/AT2G22100/AT5G25754/AT1G10170/AT3G19760/AT1G15870/AT1G29030/AT1G13730/AT2G45710/AT1G69620/AT5G52040/AT1G75560/AT1G47490/AT3G19130/AT1G02840/AT5G37720	129
DEG_only	DEG_only	GO:0006364	rRNA processing	48/4494	85/29066	3.96023506824356e-18	4.87438932982978e-16	3.8594922463321e-16	AT1G48920/AT5G52470/AT3G22660/AT1G31970/AT3G11964/AT3G51800/AT2G43650/AT1G63810/AT4G05410/AT1G31660/AT4G01560/AT2G47990/AT1G08410/AT3G15460/AT4G02400/AT5G11240/AT3G02560/AT2G34260/AT1G18850/AT5G57280/AT1G25260/AT5G18570/AT3G61620/AT1G15420/AT5G66540/AT5G60990/AT5G41190/AT1G48830/AT5G63420/AT3G15080/AT5G08600/AT1G51380/AT5G20600/AT2G40430/AT5G35910/AT1G63780/AT3G60360/AT2G17510/AT3G49180/AT5G53770/AT1G11240/AT1G59760/AT5G15750/AT3G46210/AT1G55150/AT5G40530/AT2G17250/AT5G10620	48
DEG_only	DEG_only	GO:0046686	response to cadmium ion	111/4494	340/29066	1.73660910900056e-15	1.97305511845679e-13	1.56224511748957e-13	AT1G77120/AT3G12500/AT2G37760/AT5G20830/AT2G23350/AT3G44300/AT1G62480/AT1G49760/AT5G02500/AT5G04380/AT3G13920/AT2G36530/AT2G35840/AT4G34050/AT4G16760/AT1G23190/AT3G12670/AT5G16970/AT3G57610/AT1G71030/AT5G56680/AT3G23990/AT2G45030/AT3G58610/AT3G13860/AT1G15930/AT3G09200/AT1G70170/AT5G20020/AT3G03170/AT1G11840/AT5G65140/AT1G02920/AT1G76680/AT2G46830/AT1G18080/AT1G30230/AT3G54470/AT1G20630/AT5G41670/AT3G53230/AT3G18190/AT2G44060/AT2G21790/AT3G11830/AT1G75280/AT3G17820/AT4G22670/AT4G10320/AT1G49010/AT1G13440/AT4G21680/AT2G19110/AT4G13780/AT4G13930/AT1G29880/AT3G01860/AT3G52880/AT2G05710/AT1G63940/AT5G27470/AT3G02530/AT5G19780/AT5G42020/AT2G46280/AT4G34990/AT4G13430/AT1G74560/AT1G50200/AT4G14880/AT4G11360/AT1G12000/AT2G26560/AT5G17920/AT5G62790/AT2G20420/AT1G65930/AT4G01280/AT1G48420/AT4G29040/AT3G09270/AT3G09840/AT3G15730/AT2G36460/AT1G35720/AT5G09590/AT1G78380/AT1G17290/AT1G01060/AT5G52660/AT5G15310/AT1G48000/AT3G52930/AT5G11170/AT5G63680/AT5G03630/AT5G02790/AT3G06930/AT1G64550/AT5G02490/AT1G79930/AT3G46590/AT5G62690/AT5G08300/AT1G65980/AT4G31180/AT2G29550/AT1G60710/AT1G56450/AT5G17310/AT2G23980	111
DEG_only	DEG_only	GO:0009611	response to wounding	61/4494	204/29066	1.34107886650515e-07	6.00234389644883e-06	4.75259528129897e-06	AT5G52310/AT3G48520/AT1G01470/AT4G35770/AT1G04220/AT4G21440/AT2G02990/AT1G43160/AT2G26690/AT5G67480/AT1G19660/AT4G34710/AT1G74020/AT5G43580/AT5G22500/AT4G16760/AT2G33150/AT1G66760/AT3G16470/AT1G22640/AT2G34810/AT5G24090/AT4G10265/AT1G01140/AT4G37760/AT1G01720/AT5G10300/AT3G44540/AT3G19710/AT4G24220/AT1G76680/AT2G32800/AT4G32940/AT4G15440/AT2G30490/AT2G22330/AT3G61060/AT3G17860/AT1G51680/AT4G39980/AT5G47910/AT1G27730/AT3G17800/AT5G20230/AT1G52030/AT3G51440/AT1G72450/AT4G12030/AT2G37040/AT5G20900/AT1G17420/AT2G34600/AT5G04230/AT1G32920/AT2G30020/AT5G43470/AT1G65580/AT2G32700/AT2G31830/AT1G05200/AT4G24350	61
DEG_only	DEG_only	GO:0051082	unfolded protein binding	39/4494	125/29066	7.54105374625192e-06	0.000230203109414289	0.000182272497280601	AT4G21870/AT2G33210/AT5G02500/AT3G23990/AT3G13860/AT3G20050/AT5G16070/AT2G20560/AT5G56030/AT5G26360/AT3G03960/AT3G18190/AT3G11830/AT5G53350/AT1G14980/AT4G39960/AT1G24510/AT5G56010/AT5G48030/AT3G02530/AT5G42020/AT1G23100/AT3G17830/AT1G54050/AT3G63400/AT1G07400/AT2G22360/AT5G12030/AT4G32420/AT5G09590/AT3G07660/AT1G65040/AT1G49245/AT5G02490/AT2G19310/AT5G56000/AT1G29990/AT1G10350/AT5G52640	39
DEG_only	DEG_only	GO:0005507	copper ion binding	59/4494	237/29066	0.000104163083360946	0.0021668855510439	0.0017157180965754	AT5G05390/AT2G40370/AT1G76160/AT1G66200/AT2G33210/AT3G23940/AT5G10230/AT2G36530/AT1G64640/AT2G07695/AT3G55010/AT3G23990/AT3G58610/AT5G01040/AT3G09200/AT1G02920/AT1G08500/AT1G63440/AT5G53870/AT3G17820/AT3G09390/AT1G13440/AT5G08690/AT5G58910/AT4G12420/AT1G14980/AT2G05710/AT3G16460/AT5G60020/AT5G04590/AT2G36880/AT5G20230/AT1G72230/AT5G17920/AT4G15940/AT2G20420/AT1G65930/AT4G05400/AT3G15020/AT2G36460/AT4G12880/AT1G35720/AT3G60280/AT4G37160/AT3G16420/AT3G52930/AT5G21105/AT1G50940/AT1G62380/AT1G61570/AT5G65020/AT5G21100/AT1G15140/AT5G48450/AT1G02410/AT2G30210/AT3G27200/AT5G08300/AT1G76100	59
DEG_only	DEG_only	GO:0009735	response to cytokinin	50/4494	203/29066	0.000437187413575395	0.00694328827796621	0.00549762554026331	AT1G13420/AT3G07110/AT3G49010/AT2G33210/AT3G25520/AT3G51800/AT3G10520/AT4G39330/AT5G10360/AT4G17520/AT4G28520/AT4G39260/AT2G37270/AT2G19730/AT5G01600/AT3G09200/AT1G16350/AT3G16770/AT1G69040/AT3G54010/AT1G11910/AT1G19050/AT2G44060/AT3G63110/AT1G52230/AT5G58140/AT1G78240/AT5G42020/AT4G37790/AT3G27925/AT4G09650/AT3G11050/AT3G07230/AT4G16110/AT1G12000/AT5G42270/AT4G11150/AT5G04430/AT1G59940/AT2G36460/AT1G10470/AT5G15090/AT1G62380/AT1G15140/AT5G46290/AT3G02180/AT4G28720/AT1G05180/AT5G67500/AT5G42890	50
TE_only	TE_only	GO:0015979	photosynthesis	27/825	112/29066	7.39155742203732e-18	1.75919066644488e-15	1.46858575095742e-15	AT1G29920/AT1G29910/AT1G74470/AT4G18480/AT5G47110/AT1G67090/AT3G47470/AT4G27440/AT1G44575/AT1G76450/AT3G54050/AT5G54270/AT4G28660/AT4G17600/AT1G11750/AT1G08520/AT3G54890/AT5G45930/AT4G10340/AT1G20020/AT2G30570/AT1G76550/AT1G61800/AT5G38410/AT2G18790/AT1G43670/AT2G20260	27
TE_only	TE_only	GO:0019253	reductive pentose-phosphate cycle	11/825	18/29066	2.39441897193507e-13	4.55897372256437e-11	3.80586594486522e-11	AT2G47400/AT1G32060/AT3G26650/AT2G21170/AT1G67090/AT5G38420/AT3G60750/AT1G12900/AT3G54050/AT1G56190/AT5G38410	11
TE_only	TE_only	GO:0009735	response to cytokinin	29/825	203/29066	9.07585698572734e-13	1.44003597506874e-10	1.20215298670599e-10	AT5G20630/AT3G25920/AT3G27850/AT1G32060/AT4G18480/AT1G05190/AT4G01310/AT1G78630/AT5G30510/AT2G40490/AT5G14910/AT4G01850/AT5G40950/AT3G54050/AT3G09260/AT3G48990/AT4G35630/AT1G66270/AT2G47000/AT4G38740/AT3G63140/AT5G45930/AT5G42980/AT2G29080/AT1G20020/AT3G62030/AT2G20260/AT1G73060/AT3G15360	29
TE_only	TE_only	GO:0015995	chlorophyll biosynthetic process	13/825	41/29066	5.9774263982262e-11	7.11313741388918e-09	5.93810122455366e-09	AT1G74470/AT4G18480/AT4G27440/AT4G25080/AT3G14110/AT2G40490/AT3G14930/AT5G08280/AT3G21200/AT1G08520/AT5G45930/AT2G40400/AT1G44446	13
TE_only	TE_only	GO:0009409	response to cold	31/825	329/29066	6.50117976580305e-09	5.62647557913136e-07	4.6970246154845e-07	AT4G24770/AT5G20630/AT1G32060/AT3G26650/AT3G11170/AT1G67090/AT3G47470/AT5G06290/AT4G17090/AT3G11630/AT5G61410/AT3G54050/AT2G37220/AT1G67280/AT3G23700/AT5G12250/AT5G62700/AT1G56190/AT3G54890/AT1G35680/AT2G40140/AT5G37770/AT2G28900/AT3G14210/AT5G54770/AT1G78080/AT1G22770/AT4G21150/AT2G18790/AT5G52440/AT1G62820	31
TE_only	TE_only	GO:0016168	chlorophyll binding	9/825	30/29066	9.58922686004215e-08	7.60745330896677e-06	6.35075989415072e-06	AT1G29920/AT1G29910/AT5G47110/AT3G47470/AT1G44575/AT5G54270/AT4G17600/AT3G54890/AT4G10340	9
TE_only	TE_only	GO:0003729	mRNA binding	32/825	391/29066	1.04104562303478e-07	7.6236571779162e-06	6.36428700721664e-06	AT4G24770/AT4G29060/AT2G37170/AT5G03940/AT1G78630/AT5G30510/AT1G12800/AT2G37220/AT3G23700/AT5G60980/AT5G50250/AT3G23450/AT1G49240/AT3G19515/AT1G60000/AT1G78260/AT2G02160/AT2G34040/AT2G18940/AT3G63140/AT3G25150/AT1G04820/AT4G35785/AT2G37340/AT5G63650/AT4G35100/AT3G52660/AT5G03280/AT4G20890/AT1G27090/AT5G63120/AT1G10200	32
TE_only	TE_only	GO:0046686	response to cadmium ion	27/825	340/29066	1.81506647544238e-06	8.7329911605217e-05	7.29036745488046e-05	AT2G21330/AT4G29060/AT2G30860/AT1G72650/AT5G67300/AT5G52920/AT3G60750/AT4G38970/AT1G11860/AT3G22960/AT3G14930/AT4G37260/AT3G48990/AT1G30580/AT2G44350/AT1G56190/AT1G04510/AT1G59900/AT4G38740/AT3G19170/AT4G26970/AT1G04820/AT3G56240/AT5G63400/AT5G07440/AT4G11600/AT4G20890	27
TE_only	TE_only	GO:0009737	response to abscisic acid	28/825	418/29066	2.86243853170256e-05	0.000817182635885329	0.000682190280952481	AT2G37170/AT4G30160/AT2G05520/AT3G15210/AT5G67300/AT1G31880/AT3G18390/AT5G40390/AT4G38970/AT1G58340/AT5G54270/AT2G37220/AT3G23700/AT5G60980/AT4G37260/AT5G26340/AT3G14050/AT5G59550/AT1G75750/AT3G08040/AT5G13530/AT5G37770/AT3G62030/AT4G35100/AT3G22850/AT1G43670/AT5G66880/AT3G22380	28
TE_only	TE_only	GO:0005507	copper ion binding	19/825	237/29066	5.22496946173395e-05	0.00134437052096506	0.00112229073786888	AT2G30860/AT1G67090/AT1G20340/AT3G63190/AT4G01850/AT3G09260/AT2G37660/AT2G01520/AT1G49240/AT3G16430/AT1G07750/AT3G20570/AT4G12290/AT4G26970/AT5G63400/AT5G13490/AT5G07440/AT5G37600/AT4G38580	19
TE_only	TE_only	GO:0009522	photosystem I	5/825	25/29066	0.000602880464917299	0.0106285593074309	0.00887280216398753	AT3G47470/AT5G54270/AT3G54890/AT4G10340/AT1G08380	5
TE_only	TE_only	GO:0042254	ribosome biogenesis	10/825	122/29066	0.00254736383794417	0.0346649200205156	0.0289385389379581	AT1G29070/AT1G75350/AT4G17560/AT4G34620/AT5G13510/AT3G27160/AT5G47190/AT5G65220/AT5G46420/AT1G64510	10
