Cluster	group	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
common	common	GO:0009532	plastid stroma	6/718	23/29066	1.56853937486065e-05	0.000337044680305423	0.000270618346574161	AT5G50920/AT5G49910/AT3G48870/AT2G20890/AT4G24280/AT1G66670	6
common	common	GO:0044183	protein binding involved in protein folding	6/718	23/29066	1.56853937486065e-05	0.000337044680305423	0.000270618346574161	AT3G12580/AT4G37910/AT5G49910/AT3G09440/AT5G19855/AT4G24280	6
common	common	GO:0005840	ribosome	21/718	300/29066	2.11417668643716e-05	0.00044347372875027	0.00035607186297889	AT5G02870/AT1G61580/AT3G17170/AT3G10610/AT5G23900/AT3G06680/AT2G05220/AT1G27400/AT1G52300/AT3G11250/AT1G18540/AT3G53020/AT5G15260/AT3G44010/AT5G24490/AT4G39200/AT2G36620/AT2G33800/AT2G33450/AT5G14320/AT3G63490	21
common	common	GO:0022627	cytosolic small ribosomal subunit	12/718	114/29066	2.61274798194935e-05	0.000535309528394738	0.000429808235953479	AT5G07090/AT3G10610/AT3G04770/AT2G05220/AT2G47110/AT3G44010/AT5G24490/AT4G39200/AT5G16130/AT3G62250/AT4G34670/AT1G74970	12
common	common	GO:0042623	ATPase activity, coupled	5/718	16/29066	3.15985937517279e-05	0.000618630246561606	0.000496707719325406	AT3G12580/AT4G37910/AT5G49910/AT3G09440/AT4G24280	5
common	common	GO:0051787	misfolded protein binding	5/718	16/29066	3.15985937517279e-05	0.000618630246561606	0.000496707719325406	AT3G12580/AT4G37910/AT5G49910/AT3G09440/AT4G24280	5
common	common	GO:0051085	chaperone mediated protein folding requiring cofactor	7/718	38/29066	3.53111336668195e-05	0.000676284973053652	0.000542999584075577	AT3G12580/AT4G37910/AT5G49910/AT3G09440/AT1G55490/AT4G24280/AT5G20720	7
common	common	GO:0009408	response to heat	14/718	159/29066	4.32505840870475e-05	0.000804927063660225	0.000646288292944227	AT5G58070/AT3G12580/AT5G59720/AT2G33590/AT1G53540/AT4G27670/AT4G26780/AT2G29500/AT2G04030/AT5G49910/AT3G09440/AT1G17870/AT1G79550/AT5G59820	14
common	common	GO:0006986	response to unfolded protein	5/718	17/29066	4.38552770212154e-05	0.000804927063660225	0.000646288292944227	AT3G12580/AT4G37910/AT5G49910/AT3G09440/AT4G24280	5
common	common	GO:0009753	response to jasmonic acid	14/718	160/29066	4.63406383597592e-05	0.000833185763162201	0.000668977636471712	AT4G23600/AT3G45140/AT4G22880/AT1G19570/AT5G24770/AT5G59090/AT1G28290/AT5G42650/AT5G59780/AT1G53940/AT2G39730/AT3G48360/AT4G11280/AT2G46370	14
common	common	GO:0015995	chlorophyll biosynthetic process	7/718	41/29066	5.89915390572911e-05	0.00103943091818947	0.000834575036768413	AT5G54190/AT1G58290/AT3G56940/AT5G13630/AT1G03630/AT3G03710/AT5G18660	7
common	common	GO:0042793	transcription from plastid promoter	4/718	10/29066	6.88670411717885e-05	0.00118964437788913	0.000955183728946168	AT1G69200/AT2G34640/AT3G12080/AT4G20130	4
common	common	GO:0010119	regulation of stomatal movement	8/718	58/29066	8.59425940442821e-05	0.00145606587217332	0.00116909763558214	AT3G11410/AT1G15440/AT3G45780/AT4G33050/AT2G18960/AT5G44790/AT2G21660/AT2G46370	8
common	common	GO:0034620	cellular response to unfolded protein	5/718	20/29066	0.000103325398506966	0.0017175410582007	0.00137904007540578	AT3G12580/AT4G37910/AT5G49910/AT3G09440/AT4G24280	5
common	common	GO:0009624	response to nematode	9/718	79/29066	0.000143485982469597	0.00234094723251323	0.00187958246042045	AT1G73260/AT3G14310/AT2G38290/AT5G64840/AT2G41560/AT2G47800/AT1G20840/AT5G55850/AT5G38030	9
common	common	GO:0031977	thylakoid lumen	7/718	51/29066	0.000245380377968172	0.00393054750890836	0.00315589691855716	AT4G22240/AT4G04020/AT4G02530/AT3G50820/AT4G09010/AT5G66190/AT4G15510	7
common	common	GO:0006364	rRNA processing	9/718	85/29066	0.000251799331374806	0.00396134305252151	0.00318062313315545	AT4G25630/AT5G14050/AT1G15440/AT1G52930/AT5G14580/AT4G04940/AT5G16130/AT3G03710/AT1G70200	9
common	common	GO:0031072	heat shock protein binding	5/718	24/29066	0.000261011045359321	0.00403422335020284	0.00323913984268632	AT3G12580/AT4G37910/AT5G49910/AT3G09440/AT4G24280	5
common	common	GO:0015250	water channel activity	6/718	37/29066	0.000269204161160674	0.00408911837900955	0.00328321590381076	AT3G53420/AT3G61430/AT4G23400/AT2G36830/AT5G47450/AT4G18910	6
common	common	GO:0004028	3-chloroallyl aldehyde dehydrogenase activity	4/718	14/29066	0.000303358906959079	0.00445431995051581	0.00357644185046493	AT2G24270/AT4G36250/AT4G34240/AT1G74920	4
common	common	GO:0010205	photoinhibition	4/718	14/29066	0.000303358906959079	0.00445431995051581	0.00357644185046493	AT4G04020/AT3G50820/AT1G67740/AT4G30950	4
common	common	GO:0000027	ribosomal large subunit assembly	6/718	38/29066	0.000313059103815772	0.0045213945977327	0.0036302971141363	AT1G61580/AT1G52930/AT3G11250/AT1G18540/AT3G53020/AT2G36620	6
common	common	GO:0005982	starch metabolic process	4/718	15/29066	0.000405607678813296	0.00576355427475022	0.00462764618272555	AT3G55760/AT5G26570/AT5G03650/AT3G01090	4
common	common	GO:0043621	protein self-association	9/718	92/29066	0.000456112133143397	0.0063783299888783	0.00512125903880306	AT4G12470/AT5G59720/AT1G53540/AT4G27670/AT2G29500/AT3G50950/AT4G00270/AT1G06190/AT1G74230	9
common	common	GO:0008266	poly(U) RNA binding	5/718	27/29066	0.000466306798636856	0.00641900452498547	0.00515391724809157	AT3G53460/AT2G07698/AT1G68010/AT3G50820/AT5G66190	5
common	common	GO:0042128	nitrate assimilation	6/718	41/29066	0.000478887489831895	0.00649076736218307	0.00521153673144994	AT1G68570/AT5G53460/AT1G12110/AT1G37130/AT1G69870/AT3G01090	6
common	common	GO:0055085	transmembrane transport	19/718	325/29066	0.000518345563167717	0.00677064299054487	0.00543625316882269	AT1G68570/AT3G16340/AT3G53420/AT3G47420/AT3G61430/AT4G32400/AT3G08580/AT3G21090/AT3G47960/AT1G12110/AT1G17840/AT2G47800/AT1G28010/AT4G23400/AT3G53510/AT2G36830/AT2G36380/AT5G17850/AT4G18910	19
common	common	GO:0009706	chloroplast inner membrane	8/718	75/29066	0.000523964091331315	0.00677064299054487	0.00543625316882269	AT5G50920/AT4G32400/AT3G61870/AT2G24820/AT3G56940/AT5G13630/AT4G30950/AT4G33350	8
common	common	GO:0019200	carbohydrate kinase activity	4/718	16/29066	0.00053027737383382	0.00677064299054487	0.00543625316882269	AT1G69200/AT5G26570/AT1G66430/AT4G27600	4
common	common	GO:1901259	chloroplast rRNA processing	4/718	16/29066	0.00053027737383382	0.00677064299054487	0.00543625316882269	AT3G53460/AT1G06190/AT2G33800/AT3G52380	4
common	common	GO:0034605	cellular response to heat	7/718	58/29066	0.000549063668014624	0.00691035845029834	0.00554843285572673	AT3G12580/AT4G37910/AT3G22840/AT5G49910/AT3G09440/AT5G12140/AT4G24280	7
common	common	GO:0010043	response to zinc ion	6/718	43/29066	0.000622743538071395	0.00772728249353379	0.00620435370769426	AT1G19570/AT1G57720/AT3G55440/AT3G16450/AT2G21660/AT2G28910	6
common	common	GO:0030095	chloroplast photosystem II	4/718	17/29066	0.00067994571131462	0.00820592015983808	0.00658865923581001	AT3G50820/AT3G21055/AT1G67740/AT4G15510	4
common	common	GO:0051259	protein oligomerization	4/718	17/29066	0.00067994571131462	0.00820592015983808	0.00658865923581001	AT2G42540/AT5G59720/AT1G53540/AT2G29500	4
common	common	GO:0042538	hyperosmotic salinity response	7/718	61/29066	0.000747498956982152	0.00889927812299021	0.00714536698566154	AT2G39800/AT4G23600/AT5G24770/AT5G58070/AT4G24960/AT5G65010/AT5G59820	7
common	common	GO:0016491	oxidoreductase activity	20/718	363/29066	0.000785665577666397	0.00922895165232128	0.00741006692199044	AT5G44440/AT5G42800/AT2G07727/AT5G54190/AT3G29250/AT3G55970/AT2G33590/AT5G59540/AT4G05390/AT3G51840/AT4G13250/AT5G53460/AT1G07440/AT3G55360/AT1G03630/AT4G30950/AT5G66190/AT3G14420/AT3G26060/AT5G64250	20
common	common	GO:0000302	response to reactive oxygen species	6/718	48/29066	0.00112944574364391	0.0129226194824713	0.0103757695109871	AT5G59720/AT1G53540/AT2G29500/AT5G13650/AT2G40300/AT4G09010	6
common	common	GO:0009853	photorespiration	6/718	48/29066	0.00112944574364391	0.0129226194824713	0.0103757695109871	AT5G38430/AT1G68010/AT2G13360/AT2G33220/AT2G35370/AT1G47260	6
common	common	GO:0050897	cobalt ion binding	6/718	51/29066	0.00155727293084966	0.0174223795113483	0.013988695897755	AT4G02930/AT1G02930/AT3G22200/AT1G20620/AT4G23620/AT3G55410	6
common	common	GO:0006833	water transport	4/718	21/29066	0.00158087742497685	0.0174223795113483	0.013988695897755	AT3G53420/AT3G61430/AT4G23400/AT2G36830	4
common	common	GO:0009610	response to symbiotic fungus	3/718	10/29066	0.00158205489319848	0.0174223795113483	0.013988695897755	AT1G19570/AT1G37130/AT5G64250	3
common	common	GO:0009627	systemic acquired resistance	6/718	52/29066	0.00172419031956556	0.0187532305128056	0.0150572565919175	AT4G12470/AT3G53980/AT1G64790/AT4G25050/AT1G55490/AT2G46370	6
common	common	GO:0007005	mitochondrion organization	5/718	36/29066	0.00181342478095199	0.0194832589270573	0.0156434076097527	AT3G13470/AT3G03060/AT2G28000/AT5G18820/AT1G55490	5
common	common	GO:0005978	glycogen biosynthetic process	3/718	11/29066	0.00213553683644112	0.0222726178474075	0.0178830266962875	AT5G48300/AT5G03650/AT1G70730	3
common	common	GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	3/718	11/29066	0.00213553683644112	0.0222726178474075	0.0178830266962875	AT2G24270/AT4G34240/AT1G74920	3
common	common	GO:0006633	fatty acid biosynthetic process	8/718	93/29066	0.00214889048471014	0.0222726178474075	0.0178830266962875	AT1G07720/AT4G25050/AT1G43800/AT5G38020/AT1G66430/AT4G30950/AT5G10160/AT3G01090	8
common	common	GO:0080044	quercetin 7-O-glucosyltransferase activity	8/718	94/29066	0.00229905178592541	0.0234791121604813	0.018851739496796	AT5G54060/AT3G16520/AT5G49690/AT5G66690/AT4G01070/AT4G34135/AT2G29750/AT2G26480	8
common	common	GO:0018298	protein-chromophore linkage	5/718	38/29066	0.00231859563900326	0.0234791121604813	0.018851739496796	AT3G27690/AT2G34430/AT3G45780/AT2G47590/AT1G29930	5
common	common	GO:0002181	cytoplasmic translation	5/718	39/29066	0.0026062832215495	0.0257992754852259	0.0207146342386903	AT3G06680/AT3G49910/AT1G27400/AT3G11250/AT1G18540	5
common	common	GO:0009615	response to virus	5/718	39/29066	0.0026062832215495	0.0257992754852259	0.0207146342386903	AT3G12580/AT4G18040/AT3G22640/AT3G09440/AT5G64960	5
common	common	GO:0006559	L-phenylalanine catabolic process	3/718	12/29066	0.00279536765915843	0.0267686837795497	0.0214929870360923	AT3G10340/AT3G53260/AT5G54080	3
common	common	GO:0009819	drought recovery	3/718	12/29066	0.00279536765915843	0.0267686837795497	0.0214929870360923	AT2G42540/AT3G16800/AT3G16640	3
common	common	GO:0015996	chlorophyll catabolic process	3/718	12/29066	0.00279536765915843	0.0267686837795497	0.0214929870360923	AT4G37000/AT4G13250/AT2G20890	3
common	common	GO:0003697	single-stranded DNA binding	7/718	77/29066	0.00293719238455164	0.0278243708687097	0.0223406144020227	AT5G61030/AT4G13850/AT4G36020/AT1G31010/AT1G14410/AT2G21660/AT1G74230	7
